"","species","lambda","ml","sel"
"41","achillea_millefolium",459.2,0.0371299193750771,0.00111765199812579
"42","achillea_millefolium",460.7,0.0372536296202172,0.00112311076937784
"43","achillea_millefolium",462.1,0.037395266040257,0.00113555439196939
"44","achillea_millefolium",463.6,0.0376102229496426,0.00114555519047345
"45","achillea_millefolium",465,0.0376193431050258,0.00113644302979413
"46","achillea_millefolium",466.4,0.0377305932786151,0.0011405801018882
"47","achillea_millefolium",467.9,0.0378541203540244,0.00114366862499805
"48","achillea_millefolium",469.3,0.037942489653368,0.00115719481977435
"49","achillea_millefolium",470.8,0.0380362287950525,0.00115880102127393
"50","achillea_millefolium",472.2,0.0382016797769797,0.00116676729231629
"51","achillea_millefolium",473.6,0.038316789061035,0.00116419977004263
"52","achillea_millefolium",475.1,0.0384279157935721,0.00116351847367317
"53","achillea_millefolium",476.5,0.0385743225151351,0.00116985892620199
"54","achillea_millefolium",477.9,0.038782703779416,0.00117312027011163
"55","achillea_millefolium",479.4,0.039018831235882,0.00118215793728755
"56","achillea_millefolium",480.8,0.0391415096308341,0.00119221767722742
"57","achillea_millefolium",482.2,0.0393864220311749,0.00119283032896645
"58","achillea_millefolium",483.7,0.0395465966158681,0.00120103326326007
"59","achillea_millefolium",485.1,0.0398582311918496,0.00120752889928815
"60","achillea_millefolium",486.5,0.040148672243707,0.00121532242865086
"61","achillea_millefolium",488,0.0405170069921279,0.00122348001309851
"62","achillea_millefolium",489.4,0.0409106124306655,0.00123584125325117
"63","achillea_millefolium",490.8,0.0413473721300918,0.00125284085634343
"64","achillea_millefolium",492.2,0.0418381399285103,0.0012707984414406
"65","achillea_millefolium",493.7,0.0424260589141015,0.00129127028467398
"66","achillea_millefolium",495.1,0.0430631227946876,0.00130963224701755
"67","achillea_millefolium",496.5,0.0437720556238293,0.00133034085935801
"68","achillea_millefolium",498,0.044593075115488,0.0013576277340372
"69","achillea_millefolium",499.4,0.0454518846143461,0.00138404889736655
"70","achillea_millefolium",500.8,0.0464986936616093,0.00141586712938076
"71","achillea_millefolium",502.2,0.0476700022356775,0.00144856119432941
"72","achillea_millefolium",503.6,0.0490066394828678,0.00148367128906176
"73","achillea_millefolium",505.1,0.0505194264950931,0.00152561673277587
"74","achillea_millefolium",506.5,0.052216517828929,0.00156987674936857
"75","achillea_millefolium",507.9,0.0540432935104169,0.0016225678869058
"76","achillea_millefolium",509.3,0.0561357380814779,0.00167884365428799
"77","achillea_millefolium",510.7,0.0584763666940618,0.00173586530901757
"78","achillea_millefolium",512.2,0.0609968515889001,0.00179786778484973
"79","achillea_millefolium",513.6,0.0637478093104757,0.00185951770605928
"80","achillea_millefolium",515,0.0666701859704185,0.00192324393064482
"81","achillea_millefolium",516.4,0.0697800390679423,0.0019946101477107
"82","achillea_millefolium",517.8,0.0732120940606902,0.00207714048648752
"83","achillea_millefolium",519.2,0.0769564350221979,0.00215525299801272
"84","achillea_millefolium",520.6,0.0809299987262644,0.00223972369543868
"85","achillea_millefolium",522,0.0844630628554319,0.00231191310516316
"86","achillea_millefolium",523.5,0.0878216628264641,0.00237958720125903
"87","achillea_millefolium",524.9,0.0912900065550244,0.00244920570295587
"88","achillea_millefolium",526.3,0.0947391314210425,0.00252586059906918
"89","achillea_millefolium",527.7,0.0978957702963711,0.00259055982124946
"90","achillea_millefolium",529.1,0.100786566791494,0.00265438438177414
"91","achillea_millefolium",530.5,0.103403663086043,0.00271525160265188
"92","achillea_millefolium",531.9,0.105752302968788,0.00276386374851316
"93","achillea_millefolium",533.3,0.107778136579568,0.00280884261344928
"94","achillea_millefolium",534.7,0.109549476661318,0.00284735317139945
"95","achillea_millefolium",536.1,0.111030063650057,0.00288416955051515
"96","achillea_millefolium",537.5,0.112258810328979,0.0029060960825765
"97","achillea_millefolium",538.9,0.113327176647878,0.00293012287058526
"98","achillea_millefolium",540.3,0.114217810150965,0.00295080030078698
"99","achillea_millefolium",541.7,0.115103485159765,0.00297197096248981
"100","achillea_millefolium",543.1,0.11587326296013,0.00298995397239433
"101","achillea_millefolium",544.5,0.116573834953915,0.00300660308084282
"102","achillea_millefolium",545.9,0.11725289342445,0.00302192796468131
"103","achillea_millefolium",547.3,0.117884068157218,0.00303271034590298
"104","achillea_millefolium",548.7,0.118500168989949,0.00304449585212379
"105","achillea_millefolium",550.1,0.118939892320038,0.0030533293861917
"106","achillea_millefolium",551.5,0.119218357645757,0.00305676949381312
"107","achillea_millefolium",552.9,0.11938862462626,0.00305992941147551
"108","achillea_millefolium",554.3,0.119391622658571,0.00305941832264386
"109","achillea_millefolium",555.7,0.119199636681253,0.00305546623956822
"110","achillea_millefolium",557.1,0.118754589846879,0.00304424133950008
"111","achillea_millefolium",558.5,0.118155982895324,0.00303564778997578
"112","achillea_millefolium",559.9,0.117238905028275,0.00301815738992834
"113","achillea_millefolium",561.3,0.116086593418904,0.00299653631006348
"114","achillea_millefolium",562.7,0.114772097416118,0.00297119248702216
"115","achillea_millefolium",564.1,0.113252481165969,0.00294739663501928
"116","achillea_millefolium",565.5,0.111552953685333,0.00291948082565538
"117","achillea_millefolium",566.8,0.109730411480189,0.00288856650577891
"118","achillea_millefolium",568.2,0.107759247315792,0.00285701580949185
"119","achillea_millefolium",569.6,0.105663678355593,0.00282439621450353
"120","achillea_millefolium",571,0.10356955676409,0.00279456037027024
"121","achillea_millefolium",572.4,0.101550919086556,0.00276525843126771
"122","achillea_millefolium",573.8,0.0996053848997839,0.0027365423374628
"123","achillea_millefolium",575.2,0.0978260538382908,0.00271104873395709
"124","achillea_millefolium",576.6,0.0961689144835634,0.00268900822132857
"125","achillea_millefolium",577.9,0.0946706922666118,0.00267281633702256
"126","achillea_millefolium",579.3,0.0932979463495434,0.00265546217181975
"127","achillea_millefolium",580.7,0.0920475366244229,0.00263835205355435
"128","achillea_millefolium",582.1,0.0909290294549453,0.00262578171957745
"129","achillea_millefolium",583.5,0.0898623153500197,0.0026148516700135
"130","achillea_millefolium",584.8,0.0889028193504353,0.00260469424677794
"131","achillea_millefolium",586.2,0.0880286180882261,0.00259627462434462
"132","achillea_millefolium",587.6,0.087242630795492,0.00258895043437229
"133","achillea_millefolium",589,0.0865522656562896,0.00258188209782352
"134","achillea_millefolium",590.4,0.0859272310517165,0.00257661309851582
"135","achillea_millefolium",591.8,0.0854080394068743,0.00257354636488499
"136","achillea_millefolium",593.1,0.0849744576474043,0.00257171410636803
"137","achillea_millefolium",594.5,0.0846263572318376,0.00257002407682908
"138","achillea_millefolium",595.9,0.0843299501143089,0.00256969988365767
"139","achillea_millefolium",597.2,0.084067514947876,0.00256904556400457
"140","achillea_millefolium",598.6,0.0837923897989106,0.00256806534753042
"141","achillea_millefolium",600,0.0834921057103209,0.00256605933970017
"142","achillea_millefolium",601.4,0.0831655516504599,0.00256765907163292
"143","achillea_millefolium",602.7,0.0827549923890758,0.00256656646075729
"144","achillea_millefolium",604.1,0.0822612372645704,0.0025649332772864
"145","achillea_millefolium",605.5,0.081657981816231,0.0025584608661374
"146","achillea_millefolium",606.9,0.080956806041665,0.0025543200884904
"147","achillea_millefolium",608.2,0.0801602821918723,0.00254660329595118
"148","achillea_millefolium",609.6,0.0792668344854894,0.00254070468164522
"149","achillea_millefolium",611,0.0783772511879154,0.00253415997798319
"150","achillea_millefolium",612.3,0.0774791180796467,0.00252698573562308
"151","achillea_millefolium",613.7,0.0765845155154831,0.00252041405185066
"152","achillea_millefolium",615.1,0.075722573708434,0.00251343131948511
"153","achillea_millefolium",616.4,0.0749149736374612,0.00250733484643544
"154","achillea_millefolium",617.8,0.074163928230869,0.00250203190855987
"155","achillea_millefolium",619.2,0.0735296520569447,0.00249571825693494
"156","achillea_millefolium",620.5,0.0730277927759591,0.00249435461470861
"157","achillea_millefolium",621.9,0.0726249616663816,0.00249437911259438
"158","achillea_millefolium",623.3,0.0723340932878985,0.00249677906092245
"159","achillea_millefolium",624.6,0.0721375214102626,0.00249706771032117
"160","achillea_millefolium",626,0.0719988172989342,0.00250228719279236
"161","achillea_millefolium",627.3,0.0719356728073284,0.00250519983158963
"162","achillea_millefolium",628.7,0.0718900155674086,0.00251108842044288
"163","achillea_millefolium",630.1,0.0718317855003806,0.00251554278024446
"164","achillea_millefolium",631.4,0.0716881491754014,0.00252065422548248
"165","achillea_millefolium",632.8,0.0713972948558501,0.00252193889457265
"166","achillea_millefolium",634.2,0.070883917683009,0.00251749759616969
"167","achillea_millefolium",635.5,0.0700966419092266,0.0025068506792582
"168","achillea_millefolium",636.9,0.0690414361374891,0.00249278354451252
"169","achillea_millefolium",638.2,0.0679925707103198,0.00247699120637258
"170","achillea_millefolium",639.6,0.0669109958440771,0.00246373925723633
"171","achillea_millefolium",640.9,0.0658157796843538,0.00244576367702031
"172","achillea_millefolium",642.3,0.0647417207536721,0.00242755052528806
"173","achillea_millefolium",643.6,0.063645212212488,0.00240913354123152
"174","achillea_millefolium",645,0.0625057524916735,0.00238682115156278
"175","achillea_millefolium",646.3,0.0614132021657816,0.00236637949973677
"176","achillea_millefolium",647.7,0.0604713879234294,0.00235184567608517
"177","achillea_millefolium",649,0.059739628889608,0.00234267989168658
"178","achillea_millefolium",650.4,0.0591890152170871,0.00233266222282939
"179","achillea_millefolium",651.8,0.0587348702995238,0.0023242502955702
"180","achillea_millefolium",653.1,0.058349119719887,0.00231784033267019
"181","achillea_millefolium",654.5,0.0579845664180999,0.00231575413405196
"182","achillea_millefolium",655.8,0.0575145376660857,0.00230680821273633
"183","achillea_millefolium",657.2,0.0569590554603091,0.002297742402436
"184","achillea_millefolium",658.5,0.0562979942203002,0.00228245617138019
"185","achillea_millefolium",659.8,0.05557267510792,0.00226220149992683
"186","achillea_millefolium",661.2,0.0548008614118081,0.00223979533201447
"187","achillea_millefolium",662.5,0.054021460888618,0.00221950457976051
"188","achillea_millefolium",663.9,0.0533210203006222,0.00219772514920644
"189","achillea_millefolium",665.2,0.052689713845524,0.00217508996942226
"190","achillea_millefolium",666.6,0.052176740770235,0.00215116347053761
"191","achillea_millefolium",667.9,0.051769102613299,0.00212950108120191
"192","achillea_millefolium",669.3,0.0515386252271592,0.00211295704750258
"193","achillea_millefolium",670.6,0.0514942346314015,0.00210351215537094
"194","achillea_millefolium",672,0.0516080601585709,0.002096652953271
"195","achillea_millefolium",673.3,0.0517873192904419,0.00209109554749296
"196","achillea_millefolium",674.6,0.0520521240187961,0.00208729408592058
"197","achillea_millefolium",676,0.0524452055483429,0.00209029046066827
"198","achillea_millefolium",677.3,0.0530077156291818,0.00209466953816205
"199","achillea_millefolium",678.7,0.053759923449293,0.00210475448386261
"200","achillea_millefolium",680,0.0546780962255873,0.0021211253679852
"201","achillea_millefolium",681.3,0.0558136357564133,0.00214883844778877
"202","achillea_millefolium",682.7,0.0571794763322502,0.0021912583439882
"203","achillea_millefolium",684,0.0589111227341346,0.00224583310633137
"204","achillea_millefolium",685.3,0.0611089896316243,0.00231353089460607
"205","achillea_millefolium",686.7,0.06390966864909,0.00239966739965261
"206","achillea_millefolium",688,0.0673997790628758,0.0025004798043654
"207","achillea_millefolium",689.3,0.0717860057305334,0.0026144807891551
"208","achillea_millefolium",690.7,0.077105593283192,0.00273652472117174
"209","achillea_millefolium",692,0.0834098692531373,0.00286435174374288
"210","achillea_millefolium",693.3,0.0907462593062011,0.0029982555611973
"211","achillea_millefolium",694.7,0.0990051819760535,0.00313210742886824
"212","achillea_millefolium",696,0.108100989745946,0.00326818544486951
"213","achillea_millefolium",697.3,0.11788069805341,0.00340045223205738
"214","achillea_millefolium",698.6,0.128212272335667,0.00353167808041495
"215","achillea_millefolium",700,0.138998739155131,0.00366497235674907
"216","achillea_millefolium",701.3,0.150036200736664,0.0037990836320988
"217","achillea_millefolium",702.6,0.16124782890259,0.00393641580345646
"218","achillea_millefolium",704,0.172500183511615,0.00407543082600526
"219","achillea_millefolium",705.3,0.183804232444309,0.00421730534072375
"220","achillea_millefolium",706.6,0.195106841303732,0.00436903214609362
"221","achillea_millefolium",707.9,0.206469361022362,0.00452809838260827
"222","achillea_millefolium",709.2,0.21787957904019,0.004702152668261
"223","achillea_millefolium",710.6,0.229402129455892,0.00488871977865402
"224","achillea_millefolium",711.9,0.240943853871355,0.00509252134540812
"225","achillea_millefolium",713.2,0.252596950917394,0.0053130701859749
"226","achillea_millefolium",714.5,0.264316359457918,0.00555729706987228
"227","achillea_millefolium",715.8,0.276058314505246,0.00581959966140307
"228","achillea_millefolium",717.2,0.287793448193822,0.00610104148830905
"229","achillea_millefolium",718.5,0.299468925196226,0.00640154726782578
"230","achillea_millefolium",719.8,0.311104432554261,0.00672482738918882
"231","achillea_millefolium",721.1,0.32257682397912,0.00706435460306866
"232","achillea_millefolium",722.4,0.333862926663928,0.00741806962700249
"233","achillea_millefolium",723.8,0.344892732874799,0.00777978079361166
"234","achillea_millefolium",725.1,0.355566328289712,0.00815257909026215
"235","achillea_millefolium",726.4,0.36591322835659,0.00852762116707671
"236","achillea_millefolium",727.7,0.375841977838801,0.00890445998827802
"237","achillea_millefolium",729,0.385321486870688,0.00927888712747835
"238","achillea_millefolium",730.3,0.394306957668353,0.00964263852529641
"239","achillea_millefolium",731.6,0.402788209180805,0.0099950054207756
"240","achillea_millefolium",732.9,0.410809089580019,0.0103401919806386
"241","achillea_millefolium",734.2,0.418314679313094,0.0106686327588245
"242","achillea_millefolium",735.5,0.425321448859329,0.0109817120500746
"243","achillea_millefolium",736.9,0.431809325557251,0.0112770425861706
"244","achillea_millefolium",738.2,0.437827291125355,0.0115510260988132
"245","achillea_millefolium",739.5,0.443351599481518,0.0118061602500028
"246","achillea_millefolium",740.8,0.448424696165314,0.0120420515346785
"247","achillea_millefolium",742.1,0.453079338797923,0.0122595455008304
"248","achillea_millefolium",743.4,0.457266765392519,0.0124567425093874
"249","achillea_millefolium",744.7,0.461098424678841,0.0126376560574899
"250","achillea_millefolium",746,0.464565774069347,0.0127977608277565
"251","achillea_millefolium",747.3,0.467651110192292,0.0129366213521029
"252","achillea_millefolium",748.6,0.470482244766507,0.013063205462252
"253","achillea_millefolium",749.9,0.472986618882076,0.0131738066211272
"254","achillea_millefolium",751.2,0.475195093828846,0.0132735516962971
"255","achillea_millefolium",752.5,0.477184854783445,0.0133553506012477
"256","achillea_millefolium",753.8,0.479051615053586,0.0134337687680114
"257","achillea_millefolium",755.1,0.480757234846719,0.0134984820639976
"258","achillea_millefolium",756.3,0.482307551933542,0.0135500363115365
"259","achillea_millefolium",757.7,0.483726272191548,0.0135989489702494
"260","achillea_millefolium",758.9,0.485015968655195,0.0136405186014324
"261","achillea_millefolium",760.2,0.486244686243074,0.0136773480426472
"262","achillea_millefolium",761.5,0.487388067900856,0.0137098339504418
"263","achillea_millefolium",762.8,0.488398791985787,0.0137362473074209
"264","achillea_millefolium",764.1,0.489300554665975,0.0137534823889287
"265","achillea_millefolium",765.4,0.4901659353475,0.0137698926315823
"266","achillea_millefolium",766.7,0.490960046350312,0.0137797532012492
"267","achillea_millefolium",768,0.49171655388556,0.0137915581154541
"268","achillea_millefolium",769.2,0.492431946226971,0.0137941246416248
"269","achillea_millefolium",770.5,0.493123571006995,0.0138000227367516
"270","achillea_millefolium",771.8,0.493810038108551,0.013804218207426
"271","achillea_millefolium",773.1,0.494482478671172,0.0138070919449819
"272","achillea_millefolium",774.4,0.495103717887099,0.0138100625523506
"273","achillea_millefolium",775.6,0.495738786929126,0.0138104736615536
"274","achillea_millefolium",776.9,0.496392783878329,0.0138105292834735
"275","achillea_millefolium",778.2,0.496978829223931,0.0138108134354424
"276","achillea_millefolium",779.5,0.497621708193436,0.0138078404504179
"277","achillea_millefolium",780.8,0.498232571871004,0.0138077692494172
"278","achillea_millefolium",782,0.498852232370029,0.0138084614537841
"279","achillea_millefolium",783.3,0.499445804448371,0.0138080240738264
"280","achillea_millefolium",784.6,0.50006184324741,0.0138086911495483
"281","achillea_millefolium",785.8,0.500674523584647,0.0138009460566471
"282","achillea_millefolium",787.1,0.501297871412238,0.0138046713100466
"283","achillea_millefolium",788.4,0.501898712411746,0.0137980322895945
"284","achillea_millefolium",789.7,0.502493311025778,0.0137994971413153
"285","achillea_millefolium",790.9,0.503069306670929,0.0137990412774504
"286","achillea_millefolium",792.2,0.503674783648893,0.0138001446891721
"287","achillea_millefolium",793.5,0.50423216878724,0.0137915977191984
"288","achillea_millefolium",794.7,0.50483434739845,0.0137830181826722
"289","achillea_millefolium",796,0.50541249210882,0.0137838599431502
"290","achillea_millefolium",797.2,0.506024199121818,0.0137858380051634
"291","achillea_millefolium",798.5,0.506573528051861,0.0137819438741099
"292","achillea_millefolium",799.8,0.507159046145235,0.0137799660263462
"293","achillea_millefolium",801,0.507720162248247,0.0137692558877488
"294","achillea_millefolium",802.3,0.508274389202823,0.013768204866268
"295","achillea_millefolium",803.5,0.508863649022286,0.0137695925593595
"296","achillea_millefolium",804.8,0.509426495061521,0.0137671281916952
"297","achillea_millefolium",806,0.51000287961614,0.0137662632132922
"298","achillea_millefolium",807.3,0.510532430501585,0.0137563338647554
"299","achillea_millefolium",808.5,0.511076666603104,0.0137504429234485
"300","achillea_millefolium",809.8,0.51160089051637,0.0137472478519879
"301","achillea_millefolium",811,0.512125198740143,0.0137416102931599
"302","achillea_millefolium",812.3,0.512698772241986,0.0137406629342618
"303","achillea_millefolium",813.5,0.513224212602603,0.0137427076108456
"304","achillea_millefolium",814.8,0.513685613435178,0.0137306341425746
"305","achillea_millefolium",816,0.514217119512514,0.0137293460252199
"306","achillea_millefolium",817.3,0.51471852722752,0.0137239068692798
"307","achillea_millefolium",818.5,0.515238987988438,0.0137194577009126
"308","achillea_millefolium",819.7,0.515742549585343,0.0137181695258876
"309","achillea_millefolium",821,0.516191120220048,0.0137144491234499
"310","achillea_millefolium",822.2,0.516662306962577,0.0137100172661995
"311","achillea_millefolium",823.5,0.517122062704319,0.0137111729664562
"312","achillea_millefolium",824.7,0.517603233498204,0.0137019518963681
"313","achillea_millefolium",825.9,0.517967507968198,0.0136894435673654
"314","achillea_millefolium",827.2,0.518430815158663,0.0136905140981734
"315","achillea_millefolium",828.4,0.518828545138061,0.0136829146548344
"316","achillea_millefolium",829.6,0.519213949195546,0.0136806663679497
"317","achillea_millefolium",830.8,0.519576686339115,0.0136662615527933
"318","achillea_millefolium",832.1,0.519965874235858,0.0136625157215162
"319","achillea_millefolium",833.3,0.520357330506685,0.0136552560125062
"320","achillea_millefolium",834.5,0.520752221412682,0.0136514109448152
"321","achillea_millefolium",835.8,0.521157696883422,0.013648823408949
"322","achillea_millefolium",837,0.521563537495101,0.0136406616972286
"323","achillea_millefolium",838.2,0.521988436343863,0.0136311917083841
"324","achillea_millefolium",839.4,0.522494065985491,0.013634636247914
"325","achillea_millefolium",840.7,0.522779466642443,0.0136311106923463
"326","achillea_millefolium",841.9,0.5232135796954,0.0136375382936812
"327","achillea_millefolium",843.1,0.523663526402562,0.013632433868587
"328","achillea_millefolium",844.3,0.52405925113101,0.0136268184840018
"329","achillea_millefolium",845.5,0.524449864836631,0.0136242430341122
"330","achillea_millefolium",846.7,0.524921855144608,0.0136201033715541
"331","achillea_millefolium",847.9,0.525336805925928,0.0136134903010324
"332","achillea_millefolium",849.2,0.525655010527304,0.0136086368858436
"333","achillea_millefolium",850.4,0.526015901138761,0.0136037254933509
"334","achillea_millefolium",851.6,0.526463598074183,0.0136146179494491
"335","achillea_millefolium",852.8,0.526806492574602,0.0136104687402782
"336","achillea_millefolium",854,0.527264002560933,0.0136065212281306
"337","achillea_millefolium",855.2,0.527689353830228,0.0136047474946222
"338","achillea_millefolium",856.4,0.528071992506995,0.0136049864597649
"339","achillea_millefolium",857.6,0.528467894383244,0.0136070758404666
"340","achillea_millefolium",858.8,0.528804722779731,0.0136015753339133
"341","achillea_millefolium",860,0.529122514850062,0.0135884277273113
"342","achillea_millefolium",861.2,0.529482349755859,0.0135917367972884
"343","achillea_millefolium",862.4,0.529833871405269,0.0135862627981501
"344","achillea_millefolium",863.6,0.530235630382581,0.0135935288192817
"345","achillea_millefolium",864.8,0.530609161298511,0.0135942119122956
"346","achillea_millefolium",866,0.530981207783409,0.0135867905176127
"347","achillea_millefolium",867.2,0.531362009421502,0.0135776919710591
"348","achillea_millefolium",868.4,0.531794874449177,0.013568630583637
"349","achillea_millefolium",869.6,0.532163498035656,0.0135705434703942
"350","achillea_millefolium",870.8,0.532436126206171,0.0135708191637521
"351","achillea_millefolium",871.9,0.532792081403737,0.0135619744934686
"352","achillea_millefolium",873.1,0.533302468807825,0.0135563546735505
"353","achillea_millefolium",874.3,0.533768800381397,0.0135514732635983
"354","achillea_millefolium",875.5,0.534221136496421,0.0135575138015252
"355","achillea_millefolium",876.7,0.534513746202327,0.0135482350512388
"356","achillea_millefolium",877.9,0.53494534231557,0.0135467603975879
"357","achillea_millefolium",879,0.535282090080035,0.0135256175047186
"358","achillea_millefolium",880.2,0.535908463589439,0.0135324637308051
"359","achillea_millefolium",881.4,0.536462693729809,0.0135247099566631
"360","achillea_millefolium",882.6,0.536896047201341,0.013518564552512
"361","achillea_millefolium",883.8,0.537195351546899,0.0135038603618126
"362","achillea_millefolium",884.9,0.537609685569633,0.013494096087987
"363","achillea_millefolium",886.1,0.537956377292831,0.013482662926613
"364","achillea_millefolium",887.3,0.538515123479786,0.0134870457492072
"365","achillea_millefolium",888.4,0.539010764607095,0.0134838546532428
"366","achillea_millefolium",889.6,0.539508738143759,0.013479025811202
"367","achillea_millefolium",890.8,0.539806183215065,0.0134589605826692
"368","achillea_millefolium",892,0.540174265709899,0.0134511104660291
"369","achillea_millefolium",893.1,0.540568172364804,0.0134379707963435
"370","achillea_millefolium",894.3,0.541136962447462,0.0134408514738814
"371","achillea_millefolium",895.5,0.541616747111032,0.0134493014288289
"372","achillea_millefolium",896.6,0.542173084718651,0.0134381905374585
"373","achillea_millefolium",897.8,0.542545128045153,0.0134245594825021
"374","achillea_millefolium",898.9,0.542868865381218,0.0134115284304832
"375","achillea_millefolium",900.1,0.543245652466709,0.0134026412685421
"376","achillea_millefolium",901.3,0.543540612676131,0.0133910360746081
"377","achillea_millefolium",902.4,0.54407085055752,0.0133895876565098
"378","achillea_millefolium",903.6,0.544563816460762,0.0133952985454302
"379","achillea_millefolium",904.7,0.544885595293108,0.0133878566937839
"380","achillea_millefolium",905.9,0.545199681725265,0.0133761861674544
"381","achillea_millefolium",907,0.545527886538274,0.0133501802529714
"382","achillea_millefolium",908.2,0.545929150568253,0.0133520537395895
"383","achillea_millefolium",909.3,0.546187062365328,0.0133431986938676
"384","achillea_millefolium",910.5,0.546577193696953,0.013343822071363
"385","achillea_millefolium",911.7,0.546919433429687,0.0133324760087753
"386","achillea_millefolium",912.8,0.547221943973105,0.0133192312229397
"387","achillea_millefolium",914,0.547480146804969,0.0133056888103211
"388","achillea_millefolium",915.1,0.547849837606119,0.0132992691270091
"389","achillea_millefolium",916.3,0.548177353926092,0.0132952379562198
"390","achillea_millefolium",917.4,0.54843934831754,0.0132830169891862
"391","achillea_millefolium",918.5,0.548415828772601,0.0132742440730227
"392","achillea_millefolium",919.7,0.548671927654354,0.0132597693549791
"393","achillea_millefolium",920.8,0.548571000830591,0.0132339578304059
"394","achillea_millefolium",922,0.548927441259255,0.0132367352888066
"395","achillea_millefolium",923.1,0.549015820315568,0.0132231955359105
"396","achillea_millefolium",924.3,0.549152324911416,0.0132123707018668
"397","achillea_millefolium",925.4,0.54916695585681,0.0131880638850688
"398","achillea_millefolium",926.6,0.549097659888627,0.0131614378980688
"399","achillea_millefolium",927.7,0.548990424209749,0.0131436974589276
"400","achillea_millefolium",928.8,0.548909080703272,0.0131342793857146
"401","achillea_millefolium",930,0.548804390451307,0.0131141332517575
"402","achillea_millefolium",931.1,0.548778256987504,0.0130908895179137
"403","achillea_millefolium",932.3,0.548652033516153,0.0130607509373026
"404","achillea_millefolium",933.4,0.548408237400604,0.0130221634771033
"405","achillea_millefolium",934.5,0.548150732512906,0.012988690524717
"406","achillea_millefolium",935.7,0.547758223134121,0.0129436864711351
"407","achillea_millefolium",936.8,0.547350615568058,0.0129382240890016
"408","achillea_millefolium",938,0.547146594098646,0.0129121256519428
"409","achillea_millefolium",939.1,0.546759987314844,0.0128746264059959
"410","achillea_millefolium",940.2,0.546372786188136,0.0128398719812823
"411","achillea_millefolium",941.4,0.546006242007906,0.0128136389165516
"412","achillea_millefolium",942.5,0.545444086104145,0.0127768784284063
"413","achillea_millefolium",943.6,0.544842211292808,0.0127258238079327
"414","achillea_millefolium",944.8,0.544183785718056,0.0126864710028505
"415","achillea_millefolium",945.9,0.5434668197577,0.012642391950942
"416","achillea_millefolium",947,0.542849558307915,0.0125927461961492
"417","achillea_millefolium",948.2,0.541831258641902,0.0125419703419412
"418","achillea_millefolium",949.3,0.540698282876089,0.0124789855155537
"419","achillea_millefolium",950.4,0.539768794697494,0.0124343296812792
"420","achillea_millefolium",951.6,0.538486782230254,0.0123803365971096
"421","achillea_millefolium",952.7,0.537127992435028,0.0122977948345815
"422","achillea_millefolium",953.8,0.536008485183757,0.0122273507694582
